class,text,language
1,"We need to start empowering our women to be able to stand up to this assaults, that's the only way. You don't expect an unarmed(incapable of violence) person to be respected by these idiots that are capable of violence.",english
2,"Ka dubi wannan wawa, wanda yakin neman zaben ku, Ina mamakin me yasa ku Fulanis ba ku da ma'ana",hausa
0,Yorubas gaa sị bum bum bisi miya bum bum bisi miya bum bisi miya mr macaroni tikeken tikeken,igbo
0,"NYSC: Married Woman, 7 Others Reportedly Decamped Over S-xual Crimes In Ogun Camp LINK LINK",english
1,True that. Some people are very very dirty. I stopped shaking people's hands at some point but at the office attracted negative comments so I carry hand sanitizer in my pocket always now. You can't imagine where some hands have been to,english
0,Na gode da kai,hausa
0,Why invite him over to a game you would lose again lol I hope you don’t break his nose this time,english
2,Ịhụ ka nwa gị nwoke na-egbu ọchụ na-egbu ọchụ na-eme ka m nwekwuo enyemaka karịa otu puku ụmụ akwụna na-anọghị n'ụlọ 😂,igbo
2,": Nigerians are suffering severe hardship,…No fuel, no water, no electricity, ...Fulani herdsmen on rampage… Morons trend …",english
2,Ka sake ganin wannan... ina rokonka ka taimaki mijinka ka yi magana da shi a fili... daga gay shit ka juya zuwa tattalin arziki!,hausa
2,"àwọn aládùúgbò ni àwọn ajàbàgebè, àwọn apaniyan àti àwọn tó ń jí èèyàn gbé. ẹ̀yin ọmọkùnrin ń bá ara yín sọ̀rọ̀ láìdáa. elrufai, gummi, buhari àti báyìí ẹ̀yin. òòjọ́, wọ́n fẹ́ gbẹ̀san. lónìí, àwọn ọmọ ilẹ̀ òkèèrè ni wọ́n. ọjọ́ mìíràn, wọ́n fẹ́ ruga. ta ni wọ́n bí kò bá jẹ́ arákùnrin yín? apàpa! wọ́n ń fi ara wọn pa mọ́ lábẹ́ ẹ̀sìn ísálì láti pa àwọn èèyàn",yoruba
1,"Ọ ga-abụ ihe ịja mma ịkpọ gị onye iberibe, naanị jide n'aka na ị nọ n'okporo ámá ma ọ bụghị na tweeter maka mkpesa.",igbo
1,ìgbà wo ni ọmọ ìlú kan tó ń sọ̀rọ̀ nípa ẹ̀tọ́ rẹ̀ láti ṣọ̀tẹ̀ sí ìjọba di ìwà ọ̀daràn tó o ṣe àjèjì sí?,yoruba
2,: AREWA YOUTH TO UN - ARREST US AND HAVE THE BLOOD OF BABOONS (IGBOS) FLOW ON THE STREETS OF NORTHERN NIGERIA LINK,english
0,Nanị ihe anyị maara ebe a bụ ụlọ njikọ,igbo
0,Papa Ade and Ade😂,english
2,"Bẹ́ẹ̀ ni mo sọ fún un pé kó má ṣe gbé ìgbésẹ̀ méjì, kó kàn máa ṣe bí ẹ̀gàn.",yoruba
1,"Àwọn alálùfún-èké-èké tí wọ́n ń sọ̀rọ̀ nípa fífi àbùkù rúbọ yìí, ó yẹ kí wọ́n lọ sínú ọ̀run àpáàdì.",yoruba
1,Ba ya amsawa ga mutane saboda yana bukatar tabbatar da cewa ya isa ga 'yan ƙasa &amp; ba wasu mutane na gefen titi waɗanda suke son samun riba mai sauri a kan wasu ba. Super Powers suna neman taimako yayin da duniya ke cikin yanayin rikici &amp; kuna kawai kuka! Jezzzzzz! ♀️,hausa
0,Àwọn ọmọbìnrin tó ní àwọn ère tó ń mú kí wọ́n máa ṣe ojú ẹ̀,yoruba
1,Ọ bụ ihe ọjọọ na-eme ka ọ ghara ikweta na ọ bụ nwoke nwere mmasị nwoke.,igbo
2,"Gẹ́gẹ́ bí ará àríwá, fífi ìbò fún Buhari jẹ́ ìbò fún àríwá Nàìjíríà tó ti ń lọ́wọ́ sí àtúnṣe.",yoruba
0,Yoruba: Omo ale lonfi owo osi juwe Ile baba e. Fassarar: Baƙo ne kawai ya nuna gidan mahaifinsa da hannun hagu. Bon voyage!,hausa
2,Yoruba da Igbo suna da dabi'u biyu. su munafukai ne kawai. Deborah an kashe ta ne saboda kisan kai kuma zaka iya hukunta amma Fatima mai ciki da 'ya'yanta 4 an kashe su ne kawai saboda Hausa / Fulani. 💔 kuma duk da haka ita 'yar ƙasa ce ta biyu abi? bari kawai mu raba kasar.,hausa
0,Àwọn èèyàn kan fẹ́ràn ẹran ju oúnjẹ lọ. Kí lo rò nípa èyí?,yoruba
0,"Adije sipo Gomina ni ipinle Eko ninu idibo ojo kesan-an osu keta, odun yi, Jimi Agbaje ti so wi pe, iro pata ni awon ogbo n'o, peun fi egbe oselu PDP sile. Agbaje se ọgani pe, ko si enikeni ti le le le oun kuro ninu egbe naa.",igbo
1,O jẹ́ òmùgọ̀ tó ń sọ̀rọ̀ nípa ìkórìíra.,yoruba
1,Kawai wannan shi ne matsalar da kake gani.,hausa
1,Kai ne mai yaudarar am abi??😂😂😂,hausa
0,Yanda kike flex da ọrẹ naki,yoruba
0,Mace mai suna Cardi B ta yi zargi da cewa ba ta son 'yan luwadi ba,hausa
2,O dun pe awọn ijọba ipinlẹ ọyọ pinnu lati ṣeto ebube-agu nikan lati ja awọn iṣẹ ti esn/ ipod ti awọn arakunrin wọn. nibo ni wọn ti wa ti awọn Fulani HERDSMEN ti n ṣe iwa ibajẹ awọn eniyan. a duro de ki a wo bi esn vs ebube-agu; guusu ila oorun vs guusu ila oorun yoo ṣe!,yoruba
0,Mo rò pé kò dáa kéèyàn máa bá obìnrin míì ṣeré ní ojú ara rẹ láì bọ̀wọ̀ fún...,yoruba
2,"Àwọn ọkùnrin tí wọ́n ń bára wọn tage... máa ń gbìyànjú láti fipá mú àwọn ìwà ìríra wọn bá gbogbo ayé lò, mo kábàámọ̀ pé ẹ̀yin ò ní kú.",yoruba
0,2. He wasn't a developer but he saw huge potentials in young Nigerians who were about to graduate with zero work experience. They were hardworking &amp; educated. His company kickstarted major advancements in internet portal technology &amp; software development.,english
2,"Ya mere, n'echiche gị, ọ bụ nanị ndị nwere ike ịkwụ ụgwọ akwụkwọ ikike ngafe ga-enwe ike ịmata ihe na-ezighị ezi?",igbo
1,"Àwọn ọmọbìnrin kì í sábà rí bẹ́ẹ̀, pàápàá nígbà tí wọ́n bá ń yọ ìyún.",yoruba
1,"Ọ bụrụ na ị bụ onye iberiibe, ị bụ Biafra ma ọ bụ ihe ọ bụla.",igbo
2,"Ha bụ ndị na-adịghị ike n'eziokwu. m na-amalite ịhụ Yorubas dị ka ndị kasị tribalistic ebo na Nigeria. ha kpọrọ asị GEJ bcos ọ bụ 4rm n'ebe ndịda na kwuru na ọ bụ nsogbu nke Nigeria. bubu nyere ha ọkụ ọkụ. ugbu a, ha na-eweta Tinibu nna nna. na wa",igbo
0,"Mo nifẹ bi yorubas ṣe n ṣaṣeyọri awọn ọja,dey nigbagbogbo funni ni itọnisọna bi o ṣe le lo o eg....ERA ATA E SEBE,ERA BREAD E PO TEA O,ERA EPA EPANU...tbl",yoruba
2,Lol ka yi wannan wadannan arewaci ne wauta? za su lalle tattara abin da ya kawo amma arewa ba za su zabe wani Yoruba mutum ko da abin da shi ne .. lol,hausa
2,Àwọn àlàyé tí wọ́n ṣe lórí ìsọfúnni yìí ń bani nínú jẹ́. àwọn ọmọ ogun Arewa ni wọ́n ń sọ lórí Twitter! wọn ò ní fi agbára yẹn ṣètò àwọn ìṣẹ̀lẹ̀ tó ń lọ lọ ní àríwá... awon olofo LINK,yoruba
0,Shit  wadannan 'yan mata da kake ba da hankali za su karya zuciyar mutane nan da nan kuma zan ƙi ku mutane😏,hausa
2,haka ma d wauta na maza 2 mataki a kan mai kyau mace 2 karba a hooker saboda ta ne sexy!!!,hausa
1,"Wannan mutumin yana yin wa kansa ladabi sosai, Uncle Frank. yana neman mai tsaron gida da zai yi dariya a Chelsea yayin da dukan kulob din kwallon kafa na shi ne wata cibiyar wasanni.",hausa
2,Useless Northerners talking of Islam when ur all hypocrites do Islam support gay last time I checked e plenty 4 north pass 😂😂😂,english
2,"Wanda ya rubuta wannan jawabin daga Arewa ne, tun da Kano/Kaduna ba ta konewa, to bari Kudu maso Yamma da Gabas su kashe kansu.",hausa
0,"There’s always a character building time.. you need to learn from those structures discipline, time management, exploring your strength and managing weaknesses.. while I do not support toxic work environment, I also believe what you may refer as corporate slavery may not be it.",english
1,Disgraceful  ... Scumbags,english
1,Nwunye ọjọọ... ikpe ahụ enweghị olileanya,igbo
2,Àwọn Fulani Janjaweed jẹ́ àwọn apaniyan tó ń pa ìlú gbogbo run.,yoruba
2,"Do you want me to give u her address so u can go and drag her directly... werey omo jatijati ni e  ,all of u senseless northerners flexing muscle on the southerners, don’t worry guys,u shall meet ur Waterloo come 2023.

Shabi u have started from kidnapping and killings.",english
0,Ọ bụrụ na onye ntaakụkọ ajụọ PMB banyere mmetụta ya banyere igbu ọchụ ndịda Kaduna . PMB: anyị na-akatọ mgbukpọ ahụ na Mali na gọọmentị m ga-eme ihe ọ bụla dị ya n'ike iji weghachi ọchịchị onye kwuo uche ya nye ndị ọma nke Mali.,igbo
2,"""Lol"": yaya""l",hausa
2,Yoruba ronu. Yorubas are been blindfolded with religion to vote against Tinubu but at home with another Hausa Fulani Muslim called Atiku while igbos are supporting one of their own Peter Obi. Yoruba Ronu yin ooooooo,english
2,"Jew Killers in Nigerian are Terrorist  &amp;  and their South East Governor collaborrators,,,,,,,,,,,,,, LINK",english
1,'Yan Afirka ta Kudu masu laushi suna neman kayan da ba su da tsada.,hausa
2,"Wannan tunanin bakar fata ne, duk abin da suke gani yaudara ne, idan ba za ku iya taimakawa ba, me zai hana ku yi watsi da tweet ɗin....",hausa
2,Ìṣòro Nàìjíríà ni pé Abokis yìí,yoruba
2,"Kwụsị iduhie onwe gị, ọ dịghị ihe dị ka na-agba ọsọ girl, dị ka ogologo dị ka ị na-enwe mmekọahụ maka ego, ị na-ashewo, kwado akwụna.",igbo
2,"Àwọn ará àríwá ní Nàìjíríà jẹ́ àwùjọ àwọn èèyàn tí wọ́n ń ṣe inúnibíni, ṣùgbọ́n wọ́n múra tán láti kú kí wọ́n sì sin wọn sínú inúnibíni bí wọ́n bá ní ẹnì kan tí wọ́n jọ ń ṣàkóso!",yoruba
1,Jọwọ ran Kristiani ati BIAFRA lọwọ lati da awọn iwa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-,yoruba
1,Chaiii omo SARS akụkụ na-akpa ọchị bụ na ha ga-anakọta ego mgbe ha jidere ụmụ okorobịa ha bụ ndị omekome n'ezie,igbo
2,Northerners ne kawai matsalar wadannan kasashe baya sata jama'a wuri sami ba za a bukatar daya Najeriya da madara kasar bushe,hausa
2,"play good football and stay off of that madness,homosexuals are insane people animals don't gay not to talk of humans",english
2,Ẹ̀yìn tí Èṣù fi pa àwọn èèyàn run ni àwọn èèyàn ti ń gbé ayé tí kò sì ní lè rí ojú rere gbà.,yoruba
0,A New Restaurant Where Completely N*ked People Can Go to Eat is About to Open (Photos) LINK Via,english
2,: PDP Candidates = Ijaw + Hausa/Fulani - APC Candidates = Hausa/Fulani + Yoruba &amp; a faceless scum of the earth calls for IGBO...,igbo
0,"Kowa yana da sa'a dabam, jira don lokacinku.",hausa
2,Emela ka nku gị na-agbasa onye nwere ụmụ nwanyị...OYYO bụ okwu gị #,igbo
1,Ị bụ nwoke ihere! Ị bụ onye iberibe maka ịsọpụrụghị aha anyị n'enweghị mgbaghara.,igbo
0,"Ka ga yadda fasaha da kuma bude take tattara mu BISCOIT daga bare hannayenmu kilode ... bawo lase jasi ibi bayi yanzu. a shekaru 27, abubuwa ba su taba bayyana rike your gwamnati alhakin abeg.",hausa
1,Pls no kill urself or take anything personal idiot. Am not talking down on woman in anyway and neither do I need anyone's validation to be whomever I choose to be. And yes you are a stupid man in all ramifications,english
0,'Yan matan Unilag a cikin laka 😂😂😂 LINK,hausa
2,Ọ dịghị nsogbu na ụmụ nwanyị ...,igbo
1,"N'ezie anyị zụrụ onye ahụ maka PR na Asia onye ahụ bụ crazy, ọbụna Nelson adịghị anya na-ekwe nkwa nwoke mgbe niile malitere site bench mgbe ahụ ọ dịghị ọbụna na-egwu ọtụtụ ọzọ",igbo
1,"Ó dùn ún pé obìnrin ló ṣe é, àwọn alágàbàgebè, àmọ́ irú nǹkan bẹ́ẹ̀ tún wà nínú ayé.",yoruba
2,Ha gụsịrị akwụkwọ na mahadum ndị Yoruba na klas mbụ,igbo
1,"Do you see how stupid you are??? I guess not Cos this jealousy has blinded you. Go play with your age mates BABY girl.... run along. 
 there are levels to this shit so let her be LINK",english
2,"Ọ bụrụ na ị gaghị akwado ndị Oodua, Biafra na mba ndị ọzọ na-eme mkpọtụ ị ga-abụ ndị Fula ndị na-eyi ọha egwu kpochapụrụ kpamkpam...",igbo
2,Wallahi matar nan kamar batada hankali. Irinsu ne suke kokawa da mijin su suke buga musu weapon. Jst pathetic of the feminine gender. Tufia😠,english
2,Ọ bụ ihe nzuzu n'obodo ndị dị n'ebe ugwu.,igbo
2,"O ri eyi? ti o ba ti o ba ti o wa ni ariwa awọn ti yoo irawọ pe awọn orukọ; fulani, fulani. sugbon niwon o wa ni Lagos won nikan lo awọn ọrọ ti hoodlums fun awon ti o sun ohun-ini ati ki o ja diẹ ninu awọn. kan sọ fun wa wipe Yoruba ni WICKED, OJÁKUN ati crazy eniyan. akoko",yoruba
2,"Yan kudu ne kawai ke nazarin siyasa, arewa ne kawai ke yanke shawara don ci gaba da mulki.",hausa
2,Mo wà lórí tábìlì yìí o ti n ṣiyèméjì... àwọn ọmọbìnrin kan jẹ́ ẹlẹ́jẹ̀ẹ́ lásán,yoruba
1,Addini na Fvck! Lol MSO - Ƙungiyar Bautar Zuciya,hausa
0,This life no balance,english
2,"When all this ugly Hausa girls will be asked to cover their body properly with a complete Hijab, they will start talking nonsense like  , now see what a decent Muslim sister have started getting since from here before hereafter. Masha Allah sister keep Islam high.🌹 LINK",english
1,"Now that he is dead, do you have your Biafra? Senseless fool.",english
2,Ọ bụ otú ahụ ka m si na-agụ akwụkwọ a Islam banyere alụmdi na nwunye na-emefu emefu Yh m na-eche na onye dere ya ruo mgbe onye dere ya kwuru na anyị ndị inyom bụ ndị ịchọ ọdịmma onwe onye nanị gịnị mere na anyị nwere ike ghara ikwe ka ndị ikom lụọ karịa otu nwunye n'akụkụ e nwere ọtụtụ ndị inyom karịa ndị ikom na ụwa m dị ka a bitch bye 😭 m ike tttttttttttt,igbo
1,"Idan ka auri mutum marar karatu da kuma iyali da ke fama da talauci a cikin ɗaki guda, babban kuskure ne a...",hausa
2,Annoyn asswipe hu tinks ọ d mbụ na-aghọ a na-amụrụ ọgwụ .. abịa ebe a na-etolite ahịhịa .. malite wt na-aga a ezigbo sch .. yoruba millipede,igbo
1,Ọ bụrụ na anyị enyeghị ha Dey wepụ maka indomie na àkwá... Shey na 200k ọ dịghị aga wepụ m maka?,igbo
0,Su bandits mahaukata ne da zasu zauna a garin bayan wannan dakarun gomnati da aka kai musu,english
0,"Al'umma da ke tayar da 'yan Mogul na kasar!!! Ku zo mu kashe, cibiyar sadarwa da kuma Mingle Danna hanyar haɗin da ke ƙasa don shiga cikin Al'ummar SLA ta amfani da lambar ta ta SLY378 LINK",hausa
2,Lmaoooooo 😅 Ewu Hausa,yoruba
1,"Ó ń wá ọ̀daràn tó lè rẹ́rìn-ín lé, nígbà tí gbogbo àgbájọ ọmọkùnrin náà sì ń ṣe eré ìdárayá tó ń ṣeré.",yoruba
1,Mo kàn ń gbàdúrà pé kí àwọn ọmọ almájírí tó wà ní àríwá Nàìjíríà gba àwọn ọmọdé ní ilé ìwé lábẹ́.,yoruba
0,da soyayya ne mugunta da Brick da Lace,hausa
2,"Mi ò bìkítà nípa, ìyẹn ni pé, ó jẹ́ ẹlẹ́yà-ẹni-nìkan.",yoruba
0,plz ff bck,english
1,": Ndị Naịjirịa na-akọwa okwu onyeisiala dị ka ""Minute 12 nke nzuzu"" .",igbo
0,HALIN Yesu Kristi,hausa
1,Wannan shi ne mafi mahaukaci daga cikinsu duka.,hausa
0,Ọ na-amasị m na ị hụrụ ihe mgbu m mana ekpebiri m ịbụ onye na-eme ihe ike ma ọ bụ na-adọta onye na-adọta m na ọbụna adịghị ọsọ ọsọ n'ime ya n'ihi na nke ikpeazụ m gbara ọsọ n'ime ya adịghị agwụcha nke ọma n'ihi na anyị abụghị enyi mbụ,igbo
0,"Ẹ̀yin ọmọ mi, ẹ sọ fún mi pé ẹ ò ní gbọ́ ohùn mi, ẹ sì gbìyànjú láti pa á mọ́.",yoruba
2,"This ode is still using twitter to advertise his almajiri app. 
Even of you dash me this app for free, I will not take it. Very useless app.",english
2,"àwọn igbo jẹ́ agbéraga! má ṣe tan ara rẹ jẹ, wọ́n jẹ́ ẹ̀yà tó burú jù lọ nínú gbogbo ẹ̀yà 9ja, àwọn òbí ti kọ́ wọn láti bí wọn láti kórìíra ẹ̀yà mìíràn. wọn kì yóò rí ohun rere kankan nínú rẹ bí o kò bá jẹ́ igbo. má ṣe fipá mú ogun ìyè kan lọ́wọ́ ara rẹ. lọ sí ẹ̀gbọ́n mi obìnrin 💙💙",yoruba
2,"Idan aka tambayi 'yan matan Hausa masu ban tsoro su rufe jikinsu da hijabi mai kyau, za su fara magana da wauta kamar, yanzu ga abin da 'yar'uwar musulmi mai kyau ta fara samu daga nan gaba. Masha Allah 'yar'uwar kiyaye Musulunci.🌹 LINK",hausa
0,"hehehehehe fake news y.......
😯 LINK",english
2,"You guys are toothless bull dogs. Your loyalty of 23 years will not win you PDP's presidential ticket in 2023. 
PDP SE are the real fulani slaves LINK",english
2,Such a Yoruba fool. FFK and Fayoshe go to any churches in the west to preach hate of any parties? You are a pig.,english
2,Ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀ ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀ ẹ̀yin ẹ̀ ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀yin ẹ̀ ẹ̀yin ẹ̀ ẹ̀yin ẹ̀yin ẹ̀ ẹ̀yin ẹ̀ ẹ̀ ẹ̀yin ẹ̀ ẹ̀yin ẹ̀yin ẹ̀n ẹ̀yin ẹ̀ ẹ̀yin ẹ̀ ẹ̀ ẹ̀yin ẹ̀ ẹ̀ ẹ̀yin ẹ̀ ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ̀n ẹ,yoruba
0,"Ọ bụrụ na onye isi oche nke steeti Ss kwupụtara steeti ya dị ka steeti Ndị Kraịst, onye ọrụ ọkpụkpụ na ndị njem ndị ọzọ na-agagharị agagharị ga-amalite ịrịa ọrịa ogbu na nkwonkwo n'ọnụ ha.",igbo
1,Ó dájú pé ìjọba tó ti kọjá ló jí owó ìnáwó náà.,yoruba
